"emtak","tegevusala"
95221,"Kodumasinate ning majapidamis- ja aiatööriistade parandus"
9523,"Jalatsite ja nahktoodete parandus"
95231,"Jalatsite ja nahktoodete parandus"
9524,"Mööbli ja sisustusesemete parandus"
95241,"Mööbli ja sisutusesemete parandus"
9525,"Kellade ja ehete parandus"
95251,"Kellade ja ehete parandus"
9529,"Muude tarbeesemete ja kodutarvete parandus"
95291,"Muude tarbeesemete ja kodutarvete parandus"
96,"Muu teenindus"
960,"Muu teenindus"
9601,"Tekstiil- ja karusnahatoodete pesu ja keemiline puhastus"
96011,"Tekstiil- ja karusnahatoodete pesu ja keemiline puhastus"
9602,"Juuksuri- ja muu iluteenindus"
96021,"Juuksuri ja muu iluteenindus"
9603,"Matuseteenindus"
96031,"Matusetalituste korraldamine"
96032,"Kalmistute ja krematooriumite tegevus"
9604,"Füüsilise heaoluga seotud teenindus"
96041,"Saunade, solaariumite ja massažisalongide tegevus jm füüsilise heaoluga seotud teenindus"
9609,"Muu mujal liigitamata teenindus"
96091,"Lemmikloomade hooldamine"
96099,"Muu teenindus"
97,"Kodumajapidamised majapidamispersonali tööandjana"
970,"Kodumajapidamised majapidamispersonali tööandjana"
9700,"Kodumajapidamised majapidamispersonali tööandjana"
97001,"Kodumajapidamised majapidamispersonali tööandjana"
98,"Kodumajapidamiste oma tarbeks mõeldud eristamata kaupade"
981,"Kodumajapidamiste oma tarbeks mõeldud eristamata kaupade tootmine"
9810,"Kodumajapidamiste oma tarbeks mõeldud eristamata kaupade tootmine"
98101,"Kodumajapidamiste oma tarbeks mõeldud eristamata kaupade tootmine"
982,"Kodumajapidamiste oma tarbeks mõeldud eristamata teenuste osutamine"
9820,"Kodumajapidamiste oma tarbeks mõeldud eristamata teenuste osutamine"
98201,"Kodumajapidamiste oma tarbeks mõeldud eristamata teenuste osutamine"
99,"Eksterritoriaalsete organisatsioonide ja üksuste tegevus"
990,"Eksterritoriaalsete organisatsioonide ja üksuste tegevus"
9900,"Eksterritoriaalsete organisatsioonide ja üksuste tegevus"
99001,"Eksterritoriaalsete organisatsioonide ja üksuste tegevus"
